tower_id,lat,lng,tower_type,height_m,tower_cat,tenants
KAD6637,27.49877,68.49231,Self-Supported Tower,46.0,GBT,0.0
KMM7082,27.65073,68.67677,Self-Supported Tower,46.0,GBT,0.0
KPU0369,27.5397,68.7502,Self-Supported Tower,76.0,GBT,0.0
MHB6544,27.10211,68.45049,Self-Supported Tower,46.0,GBT,0.0
MND6620,27.03593,68.61891,Self-Supported Tower,46.0,GBT,0.0
KUH6473,27.38174,68.49741,Self-Supported Tower,46.0,GBT,0.0
MSI6275,27.42208,68.56661,Self-Supported Tower,46.0,GBT,0.0
NPR6659,27.51874,68.57389,Self-Supported Tower,46.0,GBT,1.0
PAK6616,26.89463,68.36834,Self-Supported Tower,46.0,GBT,0.0
PAK6618,26.84002,68.37825,Self-Supported Tower,46.0,GBT,0.0
PED6549,26.78463,68.33784,Self-Supported Tower,46.0,GBT,0.0
HGW7510,27.55617,68.55425,Self-Supported Tower,46.0,GBT,0.0
PRL5732,27.6428,68.7283,Self-Supported Tower,46.0,GBT,1.0
PWS0811,27.03186,68.48981,Self-Supported Tower,46.0,GBT,1.0
RAN6280,27.26701,68.52052,Self-Supported Tower,46.0,GBT,0.0
SET6151,27.2004,68.4757,Self-Supported Tower,46.0,GBT,0.0
SRD6117,27.14383,68.6467,Self-Supported Tower,61.0,GBT,0.0
BND6045,26.58705,68.30345,Self-Supported Tower,46.0,GBT,0.0
BND6446,26.57195,68.26999,Self-Supported Tower,46.0,GBT,0.0
BOH6744,26.33368,68.35281,Self-Supported Tower,46.0,GBT,0.0
BOH6745,26.30671,68.37,Self-Supported Tower,46.0,GBT,0.0
DDO0988,26.24758,68.29724,Self-Supported Tower,46.0,GBT,0.0
DOR6140,26.45675,68.3049,Self-Supported Tower,46.0,GBT,0.0
DTP7900,26.5515,67.98812,Self-Supported Tower,46.0,GBT,0.0
HGW0221,26.46751,68.06365,Self-Supported Tower,46.0,GBT,0.0
HGW0507,26.46192,68.16222,Self-Supported Tower,60.0,GBT,0.0
HGW5210,26.46772,68.49114,Self-Supported Tower,46.0,GBT,0.0
HGW5215,26.48802,68.3883,Self-Supported Tower,46.0,GBT,0.0
HGW5217,26.44672,68.56565,Self-Supported Tower,46.0,GBT,0.0
BNK6650,26.11613,68.39752,Self-Supported Tower,46.0,GBT,1.0
HGW6224,26.45446,68.00067,Self-Supported Tower,46.0,GBT,0.0
DOR6141,26.45467,68.31468,Self-Supported Tower,46.0,GBT,0.0
HGW7012,26.51505,68.11446,Self-Supported Tower,46.0,GBT,0.0
JSB6758,26.29402,68.63071,Self-Supported Tower,46.0,GBT,0.0
KDA5767,26.1785,68.36981,Self-Supported Tower,46.0,GBT,0.0
MEL0976,26.3302,68.50039,Self-Supported Tower,46.0,GBT,0.0
MEL0977,26.37205,68.51809,Self-Supported Tower,46.0,GBT,0.0
JSB6757,26.29828,68.62782,Self-Supported Tower,46.0,GBT,0.0
NWB6276,26.24447,68.39133,Self-Supported Tower,46.0,GBT,0.0
NWB5753,26.25208,68.39213,Self-Supported Tower,30.0,GBT,0.0
QAH6946,26.30291,68.102,Self-Supported Tower,30.0,GBT,1.0
SKD6282,26.13624,68.26843,Self-Supported Tower,46.0,GBT,0.0
RUR0180,32.51332,73.50235,Self-Supported Tower,46.0,GBT,0.0
MBN9844,32.57786,73.48492,Self-Supported Tower,46.0,GBT,0.0
RUR6222,32.5756,73.53004,Self-Supported Tower,40.0,GBT,0.0
MBN9802,32.5902,73.50541,Self-Supported Tower,46.0,GBT,0.0
RUR6212,32.55339,73.46805,Self-Supported Tower,45.0,GBT,0.0
BGA6987,32.61891,73.44743,Self-Supported Tower,37.0,GBT,1.0
MLL3347,32.55409,73.22144,Self-Supported Tower,46.0,GBT,1.0
HFQ8540,32.48797222,73.18061111,Self-Supported Tower,37.0,GBT,0.0
RUR1097,32.53187,73.15487,Self-Supported Tower,60.0,GBT,0.0
RUR0736,32.55159,73.35157,Self-Supported Tower,46.0,GBT,2.0
RUR1096,32.526157,73.276619,Self-Supported Tower,35.0,GBT,0.0
NKW6941,32.34286,73.29905,Self-Supported Tower,46.0,GBT,0.0
RUR6158,32.39753,73.2011,Self-Supported Tower,60.0,GBT,0.0
GOW6983,32.3658,73.38195,Self-Supported Tower,46.0,GBT,2.0
HWY8568,30.97191667,72.01161111,Self-Supported Tower,46.0,GBT,0.0
HSB8606,31.02266667,72.00438889,Self-Supported Tower,30.0,GBT,1.0
HWY6571,30.96729,71.9455,Self-Supported Tower,60.0,GBT,0.0
RUR1031,30.74769,71.72582,Self-Supported Tower,46.0,GBT,0.0
GMR8719,30.814806,71.867,Self-Supported Tower,37.0,GBT,0.0
RUR1284,31.20312,72.03972,Self-Supported Tower,60.0,GBT,0.0
HWY4858,31.41884,72.2662,Self-Supported Tower,46.0,GBT,0.0
RUR4822,31.49061,72.0723,Self-Supported Tower,46.0,GBT,0.0
RUR0237,31.56288,72.28953,Self-Supported Tower,46.0,GBT,0.0
SJN8734,31.49763,72.32393,Self-Supported Tower,46.0,GBT,1.0
RUR3750,31.20548,72.50622,Self-Supported Tower,46.0,GBT,0.0
JHG1004,31.25215,72.37352,Self-Supported Tower,46.0,GBT,0.0
HWY2085,31.34124,72.80675,Self-Supported Tower,46.0,GBT,0.0
SHO3908,30.833389,72.069139,Monopole,30.0,GBT,0.0
SHO3210,30.8262,72.0771,Self-Supported Tower,46.0,GBT,0.0
HWY0123,31.14811,72.22406,Self-Supported Tower,46.0,GBT,1.0
HWY8906,31.72425,72.14975,Self-Supported Tower,46.0,GBT,3.0
RUR1019,31.64998,72.32961,Self-Supported Tower,46.0,GBT,0.0
RUR0394,30.234,70.8871,Self-Supported Tower,60.0,GBT,0.0
RUR4097,30.29361,71.11768,Self-Supported Tower,46.0,GBT,0.0
RUR1224,30.21088,70.88814,Self-Supported Tower,46.0,GBT,0.0
RUR7824,29.9189,70.9135,Self-Supported Tower,60.0,GBT,0.0
CKW0926,29.58716,70.95216,Self-Supported Tower,46.0,GBT,0.0
JWL8713,29.42244444,70.74889111,Self-Supported Tower,46.0,GBT,0.0
RUR0197,29.5857,71.00012,Self-Supported Tower,46.0,GBT,0.0
RUR1241,29.63268,70.92542,Self-Supported Tower,46.0,GBT,0.0
RUR1465,29.72383,70.94078,Self-Supported Tower,46.0,GBT,0.0
RUR4302,29.72116,70.88197,Self-Supported Tower,46.0,GBT,1.0
RUR4810,29.48486,70.96368,Self-Supported Tower,46.0,GBT,0.0
HWY7301,29.41479,72.88451,Self-Supported Tower,46.0,GBT,1.0
HWY1686,29.43178,72.99087,Self-Supported Tower,60.0,GBT,0.0
FAB0087,29.19375,72.85834,Self-Supported Tower,37.0,GBT,0.0
FAB4236,29.2022,72.8634,Self-Supported Tower,46.0,GBT,0.0
